Age,Attrition,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
35,No,1361.0,Sales,17.0,3.0,94.0,3.0,2.0,Sales Executive,1.0,8966.0,21026.0,3.0,Yes,15.0,3.0,4.0,15.0,3.0,7.0,7.0,1.0
24,Yes,984.0,Research & Development,17.0,4.0,97.0,3.0,1.0,Laboratory Technician,2.0,2210.0,3372.0,1.0,No,13.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
33,No,1146.0,Sales,25.0,2.0,82.0,3.0,2.0,Sales Executive,3.0,4539.0,4905.0,1.0,No,12.0,3.0,1.0,10.0,2.0,10.0,7.0,0.0
36,No,917.0,Research & Development,6.0,3.0,60.0,1.0,1.0,Laboratory Technician,3.0,2741.0,6865.0,1.0,No,14.0,3.0,3.0,7.0,3.0,7.0,7.0,1.0
30,No,853.0,Research & Development,7.0,3.0,49.0,3.0,2.0,Laboratory Technician,3.0,3491.0,11309.0,1.0,No,13.0,3.0,1.0,10.0,2.0,10.0,7.0,8.0
44,No,200.0,Research & Development,29.0,4.0,32.0,3.0,2.0,Research Scientist,4.0,4541.0,7744.0,1.0,No,25.0,4.0,2.0,20.0,3.0,20.0,11.0,13.0
20,No,654.0,Sales,21.0,3.0,43.0,4.0,1.0,Sales Representative,4.0,2678.0,5050.0,1.0,No,17.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0
46,No,150.0,Research & Development,2.0,4.0,60.0,3.0,2.0,Manufacturing Director,4.0,7379.0,17433.0,2.0,No,11.0,3.0,3.0,12.0,2.0,6.0,3.0,1.0
42,No,179.0,Human Resources,2.0,4.0,79.0,4.0,2.0,Human Resources,1.0,6272.0,12858.0,7.0,No,16.0,3.0,1.0,10.0,4.0,4.0,3.0,0.0
60,No,696.0,Sales,7.0,2.0,52.0,4.0,2.0,Sales Executive,4.0,5220.0,10893.0,0.0,Yes,18.0,3.0,2.0,12.0,3.0,11.0,7.0,1.0
32,No,116.0,Research & Development,13.0,3.0,77.0,2.0,1.0,Laboratory Technician,2.0,2743.0,7331.0,1.0,No,20.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0
32,No,1316.0,Research & Development,2.0,4.0,38.0,3.0,2.0,Research Scientist,3.0,4998.0,2338.0,4.0,Yes,14.0,3.0,4.0,10.0,3.0,8.0,7.0,0.0
36,No,363.0,Research & Development,1.0,3.0,77.0,1.0,3.0,Manufacturing Director,1.0,10252.0,4235.0,2.0,Yes,21.0,4.0,3.0,17.0,3.0,7.0,7.0,7.0
33,No,117.0,Research & Development,9.0,1.0,60.0,3.0,1.0,Research Scientist,4.0,2781.0,6311.0,0.0,No,13.0,3.0,2.0,15.0,3.0,14.0,10.0,4.0
40,No,107.0,Sales,10.0,2.0,84.0,2.0,2.0,Sales Executive,2.0,6852.0,11591.0,7.0,No,12.0,3.0,2.0,7.0,4.0,5.0,1.0,1.0
25,No,1356.0,Sales,10.0,3.0,57.0,3.0,2.0,Sales Executive,4.0,4950.0,20623.0,0.0,No,14.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0
30,No,1465.0,Research & Development,1.0,4.0,63.0,3.0,1.0,Research Scientist,2.0,3579.0,9369.0,0.0,Yes,21.0,4.0,1.0,12.0,3.0,11.0,9.0,5.0
42,No,458.0,Research & Development,26.0,1.0,60.0,3.0,3.0,Research Director,1.0,13191.0,23281.0,3.0,Yes,17.0,3.0,3.0,20.0,3.0,1.0,0.0,0.0
35,No,1212.0,Sales,8.0,3.0,78.0,2.0,3.0,Sales Executive,4.0,10377.0,13755.0,4.0,Yes,11.0,3.0,2.0,16.0,2.0,13.0,2.0,4.0
27,No,1103.0,Research & Development,14.0,1.0,42.0,3.0,1.0,Research Scientist,1.0,2235.0,14377.0,1.0,Yes,14.0,3.0,4.0,9.0,2.0,9.0,7.0,6.0
54,No,966.0,Research & Development,1.0,4.0,53.0,3.0,3.0,Manufacturing Director,3.0,10502.0,9659.0,7.0,No,17.0,3.0,1.0,33.0,1.0,5.0,4.0,1.0
44,No,1117.0,Research & Development,2.0,1.0,72.0,4.0,1.0,Research Scientist,4.0,2011.0,19982.0,1.0,No,13.0,3.0,4.0,10.0,3.0,10.0,5.0,7.0
19,Yes,504.0,Research & Development,10.0,1.0,96.0,2.0,1.0,Research Scientist,2.0,1859.0,6148.0,1.0,Yes,25.0,4.0,2.0,1.0,4.0,1.0,1.0,0.0
29,No,1010.0,Research & Development,1.0,1.0,97.0,3.0,1.0,Research Scientist,4.0,3760.0,5598.0,1.0,No,15.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0
54,No,685.0,Research & Development,3.0,4.0,85.0,3.0,4.0,Research Director,4.0,17779.0,23474.0,3.0,No,14.0,3.0,1.0,36.0,3.0,10.0,9.0,0.0
31,No,1332.0,Research & Development,11.0,3.0,80.0,3.0,2.0,Healthcare Representative,1.0,6833.0,17089.0,1.0,Yes,12.0,3.0,4.0,6.0,2.0,6.0,5.0,0.0
31,No,1062.0,Research & Development,24.0,3.0,96.0,2.0,2.0,Healthcare Representative,1.0,6812.0,17198.0,1.0,No,19.0,3.0,2.0,10.0,3.0,10.0,9.0,1.0
59,No,326.0,Sales,3.0,3.0,48.0,2.0,2.0,Sales Executive,4.0,5171.0,16490.0,5.0,No,17.0,3.0,4.0,13.0,3.0,6.0,1.0,0.0
43,No,920.0,Research & Development,3.0,3.0,96.0,1.0,5.0,Research Director,4.0,19740.0,18625.0,3.0,No,14.0,3.0,2.0,25.0,3.0,8.0,7.0,0.0
49,No,1098.0,Research & Development,4.0,1.0,85.0,2.0,5.0,Manager,3.0,18711.0,12124.0,2.0,No,13.0,3.0,3.0,23.0,4.0,1.0,0.0,0.0
36,No,469.0,Research & Development,3.0,3.0,46.0,3.0,1.0,Research Scientist,2.0,3692.0,9256.0,1.0,No,12.0,3.0,3.0,12.0,2.0,11.0,10.0,0.0
48,No,969.0,Research & Development,2.0,4.0,76.0,4.0,1.0,Laboratory Technician,2.0,2559.0,16620.0,5.0,No,11.0,3.0,3.0,7.0,2.0,1.0,0.0,0.0
27,No,1167.0,Research & Development,4.0,1.0,76.0,3.0,1.0,Research Scientist,3.0,2517.0,3208.0,1.0,No,11.0,3.0,2.0,5.0,3.0,5.0,3.0,0.0
29,No,1329.0,Research & Development,7.0,3.0,82.0,3.0,2.0,Healthcare Representative,4.0,6623.0,4204.0,1.0,Yes,11.0,3.0,2.0,6.0,3.0,6.0,0.0,1.0
48,No,715.0,Research & Development,1.0,4.0,76.0,2.0,5.0,Research Director,4.0,18265.0,8733.0,6.0,No,12.0,3.0,3.0,25.0,4.0,1.0,0.0,0.0
29,No,694.0,Research & Development,1.0,4.0,87.0,2.0,4.0,Research Director,4.0,16124.0,3423.0,3.0,No,14.0,3.0,2.0,9.0,2.0,7.0,7.0,1.0
34,No,1320.0,Research & Development,20.0,3.0,89.0,4.0,1.0,Research Scientist,3.0,2585.0,21643.0,0.0,No,17.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0
44,No,1099.0,Sales,5.0,2.0,88.0,3.0,5.0,Manager,2.0,18213.0,8751.0,7.0,No,11.0,3.0,3.0,26.0,3.0,22.0,9.0,3.0
33,No,536.0,Sales,10.0,4.0,82.0,4.0,3.0,Sales Executive,3.0,8380.0,21708.0,0.0,Yes,14.0,3.0,4.0,10.0,3.0,9.0,8.0,0.0
19,No,265.0,Research & Development,25.0,2.0,57.0,4.0,1.0,Research Scientist,4.0,2994.0,21221.0,1.0,Yes,12.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0
23,No,373.0,Research & Development,1.0,4.0,47.0,3.0,1.0,Research Scientist,3.0,1223.0,16901.0,1.0,No,22.0,4.0,4.0,1.0,3.0,1.0,0.0,0.0
25,Yes,599.0,Sales,24.0,3.0,73.0,1.0,1.0,Sales Representative,4.0,1118.0,8040.0,1.0,Yes,14.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0
26,No,583.0,Research & Development,4.0,3.0,53.0,3.0,1.0,Research Scientist,4.0,2875.0,9973.0,1.0,Yes,20.0,4.0,2.0,8.0,2.0,8.0,5.0,2.0
45,Yes,1449.0,Sales,2.0,1.0,94.0,1.0,5.0,Manager,2.0,18824.0,2493.0,2.0,Yes,16.0,3.0,1.0,26.0,3.0,24.0,10.0,1.0
55,No,177.0,Research & Development,8.0,4.0,37.0,2.0,4.0,Healthcare Representative,2.0,13577.0,25592.0,1.0,Yes,15.0,3.0,4.0,34.0,3.0,33.0,9.0,15.0
21,Yes,251.0,Research & Development,10.0,1.0,45.0,2.0,1.0,Laboratory Technician,3.0,2625.0,25308.0,1.0,No,20.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0
46,No,168.0,Sales,4.0,4.0,33.0,2.0,5.0,Manager,2.0,18789.0,9946.0,2.0,No,14.0,3.0,3.0,26.0,3.0,11.0,4.0,0.0
34,No,131.0,Sales,2.0,3.0,86.0,3.0,2.0,Sales Executive,1.0,4538.0,6039.0,0.0,Yes,12.0,3.0,4.0,4.0,3.0,3.0,2.0,0.0
51,No,237.0,Sales,9.0,4.0,83.0,3.0,5.0,Manager,2.0,19847.0,19196.0,4.0,Yes,24.0,4.0,1.0,31.0,2.0,29.0,10.0,11.0
59,No,1429.0,Research & Development,18.0,4.0,67.0,3.0,3.0,Manufacturing Director,4.0,10512.0,20002.0,6.0,No,12.0,3.0,4.0,25.0,2.0,9.0,7.0,5.0
34,No,135.0,Research & Development,19.0,3.0,46.0,3.0,2.0,Laboratory Technician,2.0,4444.0,22534.0,4.0,No,13.0,3.0,3.0,15.0,4.0,11.0,8.0,5.0
28,No,791.0,Research & Development,1.0,4.0,44.0,3.0,1.0,Laboratory Technician,3.0,2154.0,6842.0,0.0,Yes,11.0,3.0,3.0,5.0,2.0,4.0,2.0,0.0
44,No,1199.0,Research & Development,4.0,3.0,92.0,4.0,5.0,Manager,1.0,19190.0,17477.0,1.0,No,14.0,3.0,4.0,26.0,2.0,25.0,9.0,14.0
34,No,648.0,Human Resources,11.0,3.0,56.0,2.0,2.0,Human Resources,2.0,4490.0,21833.0,4.0,No,11.0,3.0,4.0,14.0,4.0,10.0,9.0,1.0
35,No,735.0,Research & Development,6.0,3.0,66.0,3.0,1.0,Research Scientist,3.0,3506.0,6020.0,0.0,Yes,14.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0
42,No,603.0,Research & Development,7.0,2.0,78.0,4.0,2.0,Research Scientist,2.0,2372.0,5628.0,6.0,Yes,16.0,3.0,4.0,18.0,3.0,1.0,0.0,0.0
43,No,531.0,Sales,4.0,4.0,56.0,2.0,3.0,Sales Executive,4.0,10231.0,20364.0,3.0,No,14.0,3.0,4.0,23.0,4.0,21.0,7.0,15.0
36,No,429.0,Research & Development,2.0,3.0,53.0,3.0,2.0,Manufacturing Director,2.0,5410.0,2323.0,9.0,Yes,11.0,3.0,4.0,18.0,3.0,16.0,14.0,5.0
44,Yes,621.0,Research & Development,15.0,1.0,73.0,3.0,3.0,Healthcare Representative,4.0,7978.0,14075.0,1.0,No,11.0,3.0,4.0,10.0,3.0,10.0,7.0,0.0
28,No,193.0,Research & Development,2.0,4.0,52.0,2.0,1.0,Laboratory Technician,4.0,3867.0,14222.0,1.0,Yes,12.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
51,No,968.0,Research & Development,6.0,2.0,40.0,2.0,1.0,Laboratory Technician,3.0,2838.0,4257.0,0.0,No,14.0,3.0,2.0,8.0,2.0,7.0,0.0,7.0
30,No,879.0,Research & Development,9.0,3.0,72.0,3.0,2.0,Manufacturing Director,3.0,4695.0,12858.0,7.0,Yes,18.0,3.0,3.0,10.0,3.0,8.0,4.0,1.0
29,Yes,806.0,Research & Development,7.0,2.0,39.0,3.0,1.0,Laboratory Technician,3.0,3339.0,17285.0,3.0,Yes,13.0,3.0,1.0,10.0,3.0,7.0,7.0,7.0
28,No,640.0,Research & Development,1.0,4.0,84.0,3.0,1.0,Research Scientist,1.0,2080.0,4732.0,2.0,No,11.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0
25,No,266.0,Research & Development,1.0,4.0,40.0,3.0,1.0,Research Scientist,2.0,2096.0,18830.0,1.0,No,18.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0
32,No,604.0,Sales,8.0,3.0,56.0,4.0,2.0,Sales Executive,4.0,6209.0,11693.0,1.0,No,15.0,3.0,3.0,10.0,4.0,10.0,7.0,0.0
45,No,364.0,Research & Development,25.0,2.0,83.0,3.0,5.0,Manager,2.0,18061.0,13035.0,3.0,No,22.0,4.0,3.0,22.0,3.0,0.0,0.0,0.0
39,No,412.0,Research & Development,13.0,3.0,94.0,2.0,4.0,Manager,2.0,17123.0,17334.0,6.0,Yes,13.0,3.0,4.0,21.0,3.0,19.0,9.0,15.0
58,No,848.0,Research & Development,23.0,1.0,88.0,3.0,1.0,Research Scientist,3.0,2372.0,26076.0,1.0,No,12.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0
32,Yes,1089.0,Research & Development,7.0,4.0,79.0,3.0,2.0,Laboratory Technician,3.0,4883.0,22845.0,1.0,No,18.0,3.0,1.0,10.0,3.0,10.0,4.0,1.0
39,Yes,360.0,Research & Development,23.0,3.0,93.0,3.0,1.0,Research Scientist,1.0,3904.0,22154.0,0.0,No,13.0,3.0,1.0,6.0,3.0,5.0,2.0,0.0
30,No,1138.0,Research & Development,6.0,1.0,48.0,2.0,2.0,Laboratory Technician,4.0,4627.0,23631.0,0.0,No,12.0,3.0,1.0,10.0,3.0,9.0,2.0,6.0
36,No,325.0,Research & Development,10.0,4.0,63.0,3.0,3.0,Healthcare Representative,3.0,7094.0,5747.0,3.0,No,12.0,3.0,1.0,10.0,3.0,7.0,7.0,1.0
46,No,991.0,Human Resources,1.0,4.0,44.0,3.0,1.0,Human Resources,1.0,3423.0,22957.0,6.0,No,12.0,3.0,3.0,10.0,4.0,7.0,6.0,5.0
28,No,1476.0,Research & Development,1.0,3.0,55.0,1.0,2.0,Laboratory Technician,4.0,6674.0,16392.0,0.0,No,11.0,3.0,1.0,10.0,3.0,9.0,8.0,7.0
50,No,1322.0,Research & Development,28.0,4.0,43.0,3.0,4.0,Research Director,1.0,16880.0,22422.0,4.0,Yes,11.0,3.0,2.0,25.0,3.0,3.0,2.0,1.0
40,Yes,299.0,Sales,25.0,4.0,57.0,2.0,3.0,Sales Executive,2.0,9094.0,17235.0,2.0,Yes,12.0,3.0,3.0,9.0,3.0,5.0,4.0,1.0
52,Yes,1030.0,Sales,5.0,2.0,64.0,3.0,3.0,Sales Executive,2.0,8446.0,21534.0,9.0,Yes,19.0,3.0,3.0,10.0,2.0,8.0,7.0,7.0
30,No,634.0,Research & Development,17.0,2.0,95.0,3.0,3.0,Manager,1.0,11916.0,25927.0,1.0,Yes,23.0,4.0,4.0,9.0,3.0,9.0,1.0,0.0
39,No,524.0,Research & Development,18.0,1.0,32.0,3.0,2.0,Manufacturing Director,3.0,4534.0,13352.0,0.0,No,11.0,3.0,1.0,9.0,3.0,8.0,7.0,1.0
31,No,587.0,Sales,2.0,4.0,57.0,3.0,3.0,Sales Executive,3.0,9852.0,8935.0,1.0,Yes,19.0,3.0,1.0,10.0,2.0,10.0,8.0,9.0
41,No,256.0,Sales,10.0,3.0,40.0,1.0,2.0,Sales Executive,2.0,6151.0,22074.0,1.0,No,13.0,3.0,1.0,19.0,3.0,19.0,2.0,11.0
31,Yes,1060.0,Sales,1.0,4.0,54.0,3.0,1.0,Sales Representative,2.0,2302.0,8319.0,1.0,Yes,11.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0
44,Yes,935.0,Research & Development,3.0,1.0,89.0,3.0,1.0,Laboratory Technician,1.0,2362.0,14669.0,4.0,No,12.0,3.0,3.0,10.0,4.0,3.0,2.0,1.0
42,No,495.0,Research & Development,2.0,3.0,37.0,3.0,4.0,Manager,3.0,17861.0,26582.0,0.0,Yes,13.0,3.0,4.0,21.0,2.0,20.0,8.0,2.0
55,No,282.0,Research & Development,2.0,4.0,58.0,1.0,5.0,Manager,3.0,19187.0,6992.0,4.0,No,14.0,3.0,4.0,23.0,3.0,19.0,9.0,9.0
56,No,206.0,Human Resources,8.0,4.0,99.0,3.0,5.0,Manager,2.0,19717.0,4022.0,6.0,No,14.0,3.0,1.0,36.0,3.0,7.0,3.0,7.0
40,No,458.0,Research & Development,16.0,3.0,74.0,3.0,1.0,Research Scientist,3.0,3544.0,8532.0,9.0,No,16.0,3.0,2.0,6.0,3.0,4.0,2.0,0.0
34,No,943.0,Research & Development,9.0,4.0,86.0,3.0,3.0,Healthcare Representative,4.0,8500.0,5494.0,0.0,No,11.0,3.0,4.0,10.0,2.0,9.0,7.0,1.0
40,No,523.0,Research & Development,2.0,3.0,98.0,3.0,2.0,Research Scientist,4.0,4661.0,22455.0,1.0,No,13.0,3.0,3.0,9.0,3.0,9.0,8.0,8.0
41,No,1018.0,Sales,1.0,3.0,66.0,3.0,2.0,Sales Executive,1.0,4103.0,4297.0,0.0,No,17.0,3.0,4.0,10.0,3.0,9.0,3.0,1.0
35,No,482.0,Research & Development,4.0,3.0,87.0,3.0,2.0,Research Scientist,3.0,4249.0,2690.0,1.0,Yes,11.0,3.0,2.0,9.0,3.0,9.0,6.0,1.0
51,No,770.0,Human Resources,5.0,3.0,84.0,3.0,4.0,Manager,2.0,14026.0,17588.0,1.0,Yes,11.0,3.0,2.0,33.0,3.0,33.0,9.0,0.0
38,No,1009.0,Sales,2.0,2.0,31.0,3.0,2.0,Sales Executive,1.0,6893.0,19461.0,3.0,No,15.0,3.0,4.0,11.0,3.0,7.0,7.0,1.0
34,No,507.0,Sales,15.0,3.0,66.0,3.0,2.0,Sales Executive,1.0,6125.0,23553.0,1.0,No,12.0,3.0,4.0,10.0,4.0,10.0,8.0,9.0
25,No,882.0,Research & Development,19.0,4.0,67.0,3.0,1.0,Laboratory Technician,4.0,3669.0,9075.0,3.0,No,11.0,3.0,3.0,7.0,2.0,3.0,2.0,1.0
58,Yes,601.0,Research & Development,7.0,3.0,53.0,2.0,3.0,Manufacturing Director,1.0,10008.0,12023.0,7.0,Yes,14.0,3.0,4.0,31.0,2.0,10.0,9.0,5.0
40,No,329.0,Research & Development,1.0,2.0,88.0,3.0,1.0,Laboratory Technician,2.0,2387.0,6762.0,3.0,No,22.0,4.0,3.0,7.0,3.0,4.0,2.0,0.0
36,No,607.0,Sales,7.0,1.0,83.0,4.0,2.0,Sales Executive,1.0,4639.0,2261.0,2.0,No,16.0,3.0,4.0,17.0,2.0,15.0,7.0,6.0
48,No,855.0,Research & Development,4.0,4.0,54.0,3.0,3.0,Manufacturing Director,4.0,7898.0,18706.0,1.0,No,11.0,3.0,3.0,11.0,3.0,10.0,9.0,0.0
27,No,1291.0,Sales,11.0,3.0,98.0,4.0,1.0,Sales Representative,4.0,2534.0,6527.0,8.0,No,14.0,3.0,2.0,5.0,3.0,1.0,0.0,0.0
51,No,1405.0,Research & Development,11.0,4.0,82.0,2.0,4.0,Manufacturing Director,2.0,13142.0,24439.0,3.0,No,16.0,3.0,2.0,29.0,2.0,5.0,2.0,0.0
18,No,1124.0,Research & Development,1.0,4.0,97.0,3.0,1.0,Laboratory Technician,4.0,1611.0,19305.0,1.0,No,15.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0
35,No,817.0,Research & Development,1.0,4.0,60.0,2.0,2.0,Laboratory Technician,4.0,5363.0,10846.0,0.0,No,12.0,3.0,2.0,10.0,3.0,9.0,7.0,0.0
27,No,793.0,Sales,2.0,4.0,43.0,1.0,2.0,Sales Executive,4.0,5071.0,20392.0,3.0,No,20.0,4.0,2.0,8.0,3.0,6.0,2.0,0.0
55,Yes,267.0,Sales,13.0,1.0,85.0,4.0,4.0,Sales Executive,3.0,13695.0,9277.0,6.0,Yes,17.0,3.0,3.0,24.0,2.0,19.0,7.0,3.0
56,No,1369.0,Research & Development,23.0,4.0,68.0,3.0,4.0,Manufacturing Director,2.0,13402.0,18235.0,4.0,Yes,12.0,3.0,1.0,33.0,3.0,19.0,16.0,15.0
34,No,999.0,Research & Development,26.0,1.0,92.0,2.0,1.0,Research Scientist,3.0,2029.0,15891.0,1.0,No,20.0,4.0,3.0,5.0,3.0,5.0,4.0,0.0
40,No,1202.0,Research & Development,2.0,2.0,89.0,4.0,2.0,Healthcare Representative,3.0,6377.0,13888.0,5.0,No,20.0,4.0,2.0,15.0,3.0,12.0,11.0,11.0
34,No,285.0,Research & Development,29.0,2.0,86.0,3.0,2.0,Laboratory Technician,3.0,5429.0,17491.0,4.0,No,13.0,3.0,1.0,10.0,3.0,8.0,7.0,7.0
31,Yes,703.0,Sales,2.0,3.0,90.0,2.0,1.0,Sales Representative,4.0,2785.0,11882.0,7.0,No,14.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0
35,Yes,662.0,Sales,18.0,4.0,67.0,3.0,2.0,Sales Executive,3.0,4614.0,23288.0,0.0,Yes,18.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0
38,No,693.0,Research & Development,7.0,4.0,57.0,4.0,1.0,Research Scientist,3.0,2610.0,15748.0,1.0,No,11.0,3.0,4.0,4.0,3.0,4.0,2.0,0.0
34,No,404.0,Research & Development,2.0,3.0,98.0,3.0,2.0,Healthcare Representative,4.0,6687.0,6163.0,1.0,No,11.0,3.0,4.0,14.0,4.0,14.0,11.0,4.0
28,No,736.0,Sales,26.0,3.0,48.0,2.0,2.0,Sales Executive,1.0,4724.0,24232.0,1.0,No,11.0,3.0,3.0,5.0,3.0,5.0,3.0,0.0
31,Yes,330.0,Research & Development,22.0,4.0,98.0,3.0,2.0,Manufacturing Director,3.0,6179.0,21057.0,1.0,Yes,15.0,3.0,4.0,10.0,2.0,10.0,2.0,6.0
39,No,1498.0,Sales,21.0,1.0,44.0,2.0,2.0,Sales Executive,4.0,6120.0,3567.0,3.0,Yes,12.0,3.0,4.0,8.0,4.0,5.0,4.0,1.0
51,No,541.0,Sales,2.0,2.0,52.0,3.0,3.0,Sales Executive,2.0,10596.0,15395.0,2.0,No,11.0,3.0,2.0,14.0,3.0,4.0,2.0,3.0
41,No,1200.0,Research & Development,22.0,4.0,75.0,3.0,2.0,Research Scientist,4.0,5467.0,13953.0,3.0,Yes,14.0,3.0,1.0,12.0,2.0,6.0,2.0,3.0
37,No,1439.0,Research & Development,4.0,3.0,54.0,3.0,1.0,Research Scientist,3.0,2996.0,5182.0,7.0,Yes,15.0,3.0,4.0,8.0,3.0,6.0,4.0,1.0
33,No,1111.0,Sales,5.0,2.0,61.0,3.0,2.0,Sales Executive,4.0,9998.0,19293.0,6.0,No,13.0,3.0,1.0,8.0,4.0,5.0,4.0,1.0
32,No,499.0,Sales,2.0,3.0,36.0,3.0,2.0,Sales Executive,2.0,4078.0,20497.0,0.0,Yes,13.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0
39,No,1485.0,Research & Development,25.0,3.0,71.0,3.0,3.0,Healthcare Representative,3.0,10920.0,3449.0,3.0,No,21.0,4.0,2.0,13.0,3.0,6.0,4.0,0.0
25,No,1372.0,Sales,18.0,1.0,93.0,4.0,2.0,Sales Executive,3.0,6232.0,12477.0,2.0,No,11.0,3.0,2.0,6.0,2.0,3.0,2.0,1.0
52,No,322.0,Research & Development,28.0,4.0,59.0,4.0,4.0,Manufacturing Director,3.0,13247.0,9731.0,2.0,Yes,11.0,3.0,2.0,24.0,2.0,5.0,3.0,0.0
43,No,930.0,Research & Development,6.0,1.0,73.0,2.0,2.0,Research Scientist,3.0,4081.0,20003.0,1.0,Yes,14.0,3.0,1.0,20.0,1.0,20.0,7.0,1.0
27,No,205.0,Sales,10.0,4.0,98.0,2.0,2.0,Sales Executive,4.0,5769.0,7100.0,1.0,Yes,11.0,3.0,4.0,6.0,3.0,6.0,2.0,4.0
27,Yes,135.0,Research & Development,17.0,4.0,51.0,3.0,1.0,Research Scientist,3.0,2394.0,25681.0,1.0,Yes,13.0,3.0,4.0,8.0,3.0,8.0,2.0,7.0
26,No,683.0,Research & Development,2.0,1.0,36.0,2.0,1.0,Research Scientist,4.0,3904.0,4050.0,0.0,No,12.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0
42,No,1147.0,Human Resources,10.0,3.0,31.0,3.0,4.0,Manager,1.0,16799.0,16616.0,0.0,No,14.0,3.0,3.0,21.0,3.0,20.0,7.0,0.0
52,No,258.0,Research & Development,8.0,3.0,54.0,3.0,1.0,Laboratory Technician,1.0,2950.0,17363.0,9.0,No,13.0,3.0,3.0,12.0,1.0,5.0,4.0,0.0
37,No,1462.0,Research & Development,11.0,1.0,94.0,3.0,1.0,Laboratory Technician,3.0,3629.0,19106.0,4.0,No,18.0,3.0,1.0,8.0,3.0,3.0,2.0,0.0
35,No,200.0,Research & Development,18.0,3.0,60.0,3.0,3.0,Manufacturing Director,4.0,9362.0,19944.0,2.0,No,11.0,3.0,3.0,10.0,3.0,2.0,2.0,2.0
25,No,949.0,Research & Development,1.0,1.0,81.0,3.0,1.0,Laboratory Technician,4.0,3229.0,4910.0,4.0,No,11.0,3.0,2.0,7.0,2.0,3.0,2.0,0.0
26,No,652.0,Research & Development,7.0,3.0,100.0,4.0,1.0,Laboratory Technician,1.0,3578.0,23577.0,0.0,No,12.0,3.0,4.0,8.0,3.0,7.0,7.0,0.0
29,No,332.0,Human Resources,17.0,2.0,51.0,2.0,3.0,Human Resources,1.0,7988.0,9769.0,1.0,No,13.0,3.0,1.0,10.0,2.0,10.0,9.0,0.0
49,Yes,1475.0,Research & Development,28.0,1.0,97.0,2.0,2.0,Laboratory Technician,1.0,4284.0,22710.0,3.0,No,20.0,4.0,1.0,20.0,3.0,4.0,3.0,1.0
29,Yes,337.0,Research & Development,14.0,3.0,84.0,3.0,3.0,Healthcare Representative,4.0,7553.0,22930.0,0.0,Yes,12.0,3.0,1.0,9.0,3.0,8.0,7.0,7.0
54,No,971.0,Research & Development,1.0,4.0,54.0,3.0,4.0,Research Director,4.0,17328.0,5652.0,6.0,No,19.0,3.0,4.0,29.0,2.0,20.0,7.0,12.0
58,No,1055.0,Research & Development,1.0,4.0,76.0,3.0,5.0,Research Director,1.0,19701.0,22456.0,3.0,Yes,21.0,4.0,3.0,32.0,3.0,9.0,8.0,1.0
55,No,1136.0,Research & Development,1.0,2.0,81.0,4.0,4.0,Research Director,4.0,14732.0,12414.0,2.0,No,13.0,3.0,4.0,31.0,4.0,7.0,7.0,0.0
36,No,1174.0,Sales,3.0,1.0,99.0,3.0,2.0,Sales Executive,2.0,9278.0,20763.0,3.0,Yes,16.0,3.0,4.0,15.0,3.0,5.0,4.0,0.0
31,Yes,667.0,Sales,1.0,2.0,50.0,1.0,1.0,Sales Representative,3.0,1359.0,16154.0,1.0,No,12.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0
30,No,855.0,Sales,7.0,4.0,73.0,3.0,2.0,Sales Executive,1.0,4779.0,12761.0,7.0,No,14.0,3.0,2.0,8.0,3.0,3.0,2.0,0.0
31,No,182.0,Research & Development,8.0,1.0,93.0,3.0,4.0,Research Director,2.0,16422.0,8847.0,3.0,No,11.0,3.0,3.0,9.0,4.0,3.0,2.0,1.0
34,No,560.0,Research & Development,1.0,4.0,91.0,3.0,1.0,Research Scientist,1.0,2996.0,20284.0,5.0,No,14.0,3.0,3.0,10.0,3.0,4.0,3.0,1.0
